pulse1,pulse2,timestamp,syncpulse,state,trialtype,trialstarttime,bpod_time_ms,lickframe
0,0,17:52:58.3411968,None,None,None,,,0
0,0,17:52:58.3746560,None,None,None,,,0
0,0,17:52:58.4078208,None,None,None,,,0
0,0,17:52:58.4411648,None,None,None,,,0
0,0,17:52:58.4745344,None,None,None,,,0
0,0,17:52:58.5081344,None,None,None,,,0
0,0,17:52:58.5412096,None,None,None,,,0
0,0,17:52:58.5744640,None,None,None,,,0
0,0,17:52:58.6078208,None,None,None,,,0
0,0,17:52:58.6412160,None,None,None,,,0
0,0,17:52:58.6755072,None,None,None,,,0
0,0,17:52:58.7080192,None,None,None,,,0
0,0,17:52:58.7412608,None,None,None,,,0
0,0,17:52:58.7746944,None,None,None,,,0
0,0,17:52:58.8083712,None,None,None,,,0
0,0,17:52:58.8413824,None,None,None,,,0
0,0,17:52:58.8747264,None,None,None,,,0
0,0,17:52:58.9079808,None,None,None,,,0
0,0,17:52:58.9413376,None,None,None,,,0
0,0,17:52:58.9747456,None,None,None,,,0
0,0,17:52:59.0080896,None,None,None,,,0
0,0,17:52:59.0413312,None,None,None,,,0
0,0,17:52:59.0751872,None,None,None,,,0
0,0,17:52:59.1083904,None,None,None,,,0
0,0,17:52:59.1417472,None,None,None,,,0
0,0,17:52:59.1747456,None,None,None,,,0
0,0,17:52:59.2080896,None,None,None,,,0
0,0,17:52:59.2414080,None,None,None,,,0
0,0,17:52:59.2751488,None,None,None,,,0
0,0,17:52:59.3094656,None,None,None,,,0
0,0,17:52:59.3426432,None,None,None,,,0
0,0,17:52:59.3750912,None,None,None,,,0
0,0,17:52:59.4084608,None,None,None,,,0
0,0,17:52:59.4415104,None,None,None,,,0
0,0,17:52:59.4754176,None,None,None,,,0
0,0,17:52:59.5089920,None,None,None,,,0
0,0,17:52:59.5415296,None,None,None,,,0
0,0,17:52:59.5748224,None,None,None,,,0
0,0,17:52:59.6081920,None,None,None,,,0
0,0,17:52:59.6420736,None,None,None,,,0
0,0,17:52:59.6752256,None,None,None,,,0
0,0,17:52:59.7086208,None,None,None,,,0
0,0,17:52:59.7414912,None,None,None,,,0
0,0,17:52:59.7748608,None,None,None,,,0
0,0,17:52:59.8083200,None,None,None,,,0
0,0,17:52:59.8415104,None,None,None,,,0
